시점,행정동,성별,나이,인구수
2023-07-15,광명7동,여자,95,6
2023-07-15,광명7동,여자,96,5
2023-07-15,광명7동,여자,97,0
2023-07-15,광명7동,여자,98,1
2023-07-15,광명7동,여자,99,1
2023-07-15,광명7동,여자,100,2
2023-07-15,철산1동,남자,0,27
2023-07-15,철산1동,남자,1,24
2023-07-15,철산1동,남자,2,24
2023-07-15,철산1동,남자,3,27
2023-07-15,철산1동,남자,4,32
2023-07-15,철산1동,남자,5,27
2023-07-15,철산1동,남자,6,44
2023-07-15,철산1동,남자,7,45
2023-07-15,철산1동,남자,8,40
2023-07-15,철산1동,남자,9,49
2023-07-15,철산1동,남자,10,65
2023-07-15,철산1동,남자,11,82
2023-07-15,철산1동,남자,12,73
2023-07-15,철산1동,남자,13,66
2023-07-15,철산1동,남자,14,71
2023-07-15,철산1동,남자,15,70
2023-07-15,철산1동,남자,16,69
2023-07-15,철산1동,남자,17,78
2023-07-15,철산1동,남자,18,55
2023-07-15,철산1동,남자,19,70
2023-07-15,철산1동,남자,20,69
2023-07-15,철산1동,남자,21,70
2023-07-15,철산1동,남자,22,73
2023-07-15,철산1동,남자,23,65
2023-07-15,철산1동,남자,24,75
2023-07-15,철산1동,남자,25,74
2023-07-15,철산1동,남자,26,80
2023-07-15,철산1동,남자,27,62
2023-07-15,철산1동,남자,28,72
2023-07-15,철산1동,남자,29,65
2023-07-15,철산1동,남자,30,79
2023-07-15,철산1동,남자,31,83
2023-07-15,철산1동,남자,32,65
2023-07-15,철산1동,남자,33,71
2023-07-15,철산1동,남자,34,60
2023-07-15,철산1동,남자,35,80
2023-07-15,철산1동,남자,36,75
2023-07-15,철산1동,남자,37,61
2023-07-15,철산1동,남자,38,65
2023-07-15,철산1동,남자,39,70
2023-07-15,철산1동,남자,40,89
2023-07-15,철산1동,남자,41,85
2023-07-15,철산1동,남자,42,70
2023-07-15,철산1동,남자,43,76
2023-07-15,철산1동,남자,44,83
2023-07-15,철산1동,남자,45,80
2023-07-15,철산1동,남자,46,91
2023-07-15,철산1동,남자,47,105
2023-07-15,철산1동,남자,48,111
2023-07-15,철산1동,남자,49,99
2023-07-15,철산1동,남자,50,92
2023-07-15,철산1동,남자,51,103
2023-07-15,철산1동,남자,52,107
2023-07-15,철산1동,남자,53,100
2023-07-15,철산1동,남자,54,98
2023-07-15,철산1동,남자,55,87
2023-07-15,철산1동,남자,56,76
2023-07-15,철산1동,남자,57,80
2023-07-15,철산1동,남자,58,84
2023-07-15,철산1동,남자,59,69
2023-07-15,철산1동,남자,60,76
2023-07-15,철산1동,남자,61,84
2023-07-15,철산1동,남자,62,98
2023-07-15,철산1동,남자,63,69
2023-07-15,철산1동,남자,64,71
2023-07-15,철산1동,남자,65,59
2023-07-15,철산1동,남자,66,46
2023-07-15,철산1동,남자,67,41
2023-07-15,철산1동,남자,68,65
2023-07-15,철산1동,남자,69,53
2023-07-15,철산1동,남자,70,45
2023-07-15,철산1동,남자,71,31
2023-07-15,철산1동,남자,72,32
2023-07-15,철산1동,남자,73,25
2023-07-15,철산1동,남자,74,22
2023-07-15,철산1동,남자,75,29
2023-07-15,철산1동,남자,76,24
2023-07-15,철산1동,남자,77,13
2023-07-15,철산1동,남자,78,19
2023-07-15,철산1동,남자,79,8
2023-07-15,철산1동,남자,80,19
2023-07-15,철산1동,남자,81,21
2023-07-15,철산1동,남자,82,11
2023-07-15,철산1동,남자,83,9
2023-07-15,철산1동,남자,84,12
2023-07-15,철산1동,남자,85,7
2023-07-15,철산1동,남자,86,9
2023-07-15,철산1동,남자,87,2
2023-07-15,철산1동,남자,88,6
2023-07-15,철산1동,남자,89,2
2023-07-15,철산1동,남자,90,2
2023-07-15,철산1동,남자,91,0
2023-07-15,철산1동,남자,92,0
2023-07-15,철산1동,남자,93,1
2023-07-15,철산1동,남자,94,0
2023-07-15,철산1동,남자,95,0
2023-07-15,철산1동,남자,96,0
2023-07-15,철산1동,남자,97,0
2023-07-15,철산1동,남자,98,0
2023-07-15,철산1동,남자,99,0
2023-07-15,철산1동,남자,100,0
2023-07-15,철산1동,여자,0,24
2023-07-15,철산1동,여자,1,31
2023-07-15,철산1동,여자,2,31
2023-07-15,철산1동,여자,3,25
2023-07-15,철산1동,여자,4,22
2023-07-15,철산1동,여자,5,32
2023-07-15,철산1동,여자,6,37
2023-07-15,철산1동,여자,7,35
2023-07-15,철산1동,여자,8,48
2023-07-15,철산1동,여자,9,56
2023-07-15,철산1동,여자,10,52
2023-07-15,철산1동,여자,11,64
2023-07-15,철산1동,여자,12,58
2023-07-15,철산1동,여자,13,51
2023-07-15,철산1동,여자,14,70
2023-07-15,철산1동,여자,15,60
2023-07-15,철산1동,여자,16,54
2023-07-15,철산1동,여자,17,64
2023-07-15,철산1동,여자,18,64
2023-07-15,철산1동,여자,19,64
2023-07-15,철산1동,여자,20,51
2023-07-15,철산1동,여자,21,61
2023-07-15,철산1동,여자,22,69
2023-07-15,철산1동,여자,23,69
2023-07-15,철산1동,여자,24,70
2023-07-15,철산1동,여자,25,57
2023-07-15,철산1동,여자,26,81
2023-07-15,철산1동,여자,27,60
2023-07-15,철산1동,여자,28,62
2023-07-15,철산1동,여자,29,73
2023-07-15,철산1동,여자,30,54
2023-07-15,철산1동,여자,31,84
2023-07-15,철산1동,여자,32,68
2023-07-15,철산1동,여자,33,67
2023-07-15,철산1동,여자,34,74
2023-07-15,철산1동,여자,35,54
2023-07-15,철산1동,여자,36,73
2023-07-15,철산1동,여자,37,67
2023-07-15,철산1동,여자,38,61
2023-07-15,철산1동,여자,39,64
2023-07-15,철산1동,여자,40,76
2023-07-15,철산1동,여자,41,113
2023-07-15,철산1동,여자,42,93
2023-07-15,철산1동,여자,43,89
2023-07-15,철산1동,여자,44,102
2023-07-15,철산1동,여자,45,98
2023-07-15,철산1동,여자,46,95
2023-07-15,철산1동,여자,47,101
2023-07-15,철산1동,여자,48,102
2023-07-15,철산1동,여자,49,107
2023-07-15,철산1동,여자,50,118
2023-07-15,철산1동,여자,51,106
2023-07-15,철산1동,여자,52,122
2023-07-15,철산1동,여자,53,97
2023-07-15,철산1동,여자,54,112
2023-07-15,철산1동,여자,55,62
2023-07-15,철산1동,여자,56,77
2023-07-15,철산1동,여자,57,97
2023-07-15,철산1동,여자,58,97
2023-07-15,철산1동,여자,59,90
2023-07-15,철산1동,여자,60,78
2023-07-15,철산1동,여자,61,71
2023-07-15,철산1동,여자,62,77
2023-07-15,철산1동,여자,63,78
2023-07-15,철산1동,여자,64,66
2023-07-15,철산1동,여자,65,78
2023-07-15,철산1동,여자,66,61
2023-07-15,철산1동,여자,67,49
2023-07-15,철산1동,여자,68,57
2023-07-15,철산1동,여자,69,48
2023-07-15,철산1동,여자,70,46
2023-07-15,철산1동,여자,71,33
2023-07-15,철산1동,여자,72,15
2023-07-15,철산1동,여자,73,38
2023-07-15,철산1동,여자,74,31
2023-07-15,철산1동,여자,75,37
2023-07-15,철산1동,여자,76,28
2023-07-15,철산1동,여자,77,19
2023-07-15,철산1동,여자,78,35
2023-07-15,철산1동,여자,79,22
2023-07-15,철산1동,여자,80,19
2023-07-15,철산1동,여자,81,21
2023-07-15,철산1동,여자,82,15
2023-07-15,철산1동,여자,83,16
2023-07-15,철산1동,여자,84,20
2023-07-15,철산1동,여자,85,14
2023-07-15,철산1동,여자,86,13
2023-07-15,철산1동,여자,87,13
2023-07-15,철산1동,여자,88,7
2023-07-15,철산1동,여자,89,7
2023-07-15,철산1동,여자,90,5
2023-07-15,철산1동,여자,91,5
2023-07-15,철산1동,여자,92,3
2023-07-15,철산1동,여자,93,1
2023-07-15,철산1동,여자,94,3
2023-07-15,철산1동,여자,95,5
2023-07-15,철산1동,여자,96,3
2023-07-15,철산1동,여자,97,1
2023-07-15,철산1동,여자,98,0
2023-07-15,철산1동,여자,99,0
2023-07-15,철산1동,여자,100,0
2023-07-15,철산2동,남자,0,6
2023-07-15,철산2동,남자,1,5
2023-07-15,철산2동,남자,2,8
2023-07-15,철산2동,남자,3,4
2023-07-15,철산2동,남자,4,10
2023-07-15,철산2동,남자,5,5
2023-07-15,철산2동,남자,6,6
2023-07-15,철산2동,남자,7,10
2023-07-15,철산2동,남자,8,8
2023-07-15,철산2동,남자,9,9
2023-07-15,철산2동,남자,10,10
2023-07-15,철산2동,남자,11,10
2023-07-15,철산2동,남자,12,16
2023-07-15,철산2동,남자,13,22
2023-07-15,철산2동,남자,14,11
2023-07-15,철산2동,남자,15,16
2023-07-15,철산2동,남자,16,19
2023-07-15,철산2동,남자,17,26
2023-07-15,철산2동,남자,18,21
2023-07-15,철산2동,남자,19,21
2023-07-15,철산2동,남자,20,21
2023-07-15,철산2동,남자,21,28
2023-07-15,철산2동,남자,22,29
2023-07-15,철산2동,남자,23,27
2023-07-15,철산2동,남자,24,51
2023-07-15,철산2동,남자,25,41
2023-07-15,철산2동,남자,26,45
2023-07-15,철산2동,남자,27,50
2023-07-15,철산2동,남자,28,41
2023-07-15,철산2동,남자,29,41
2023-07-15,철산2동,남자,30,50
2023-07-15,철산2동,남자,31,53
2023-07-15,철산2동,남자,32,34
2023-07-15,철산2동,남자,33,57
2023-07-15,철산2동,남자,34,50
2023-07-15,철산2동,남자,35,30
2023-07-15,철산2동,남자,36,45
2023-07-15,철산2동,남자,37,34
2023-07-15,철산2동,남자,38,23
2023-07-15,철산2동,남자,39,36
2023-07-15,철산2동,남자,40,37
2023-07-15,철산2동,남자,41,40
2023-07-15,철산2동,남자,42,49
2023-07-15,철산2동,남자,43,29
2023-07-15,철산2동,남자,44,35
2023-07-15,철산2동,남자,45,43
2023-07-15,철산2동,남자,46,29
2023-07-15,철산2동,남자,47,42
2023-07-15,철산2동,남자,48,42
2023-07-15,철산2동,남자,49,38
2023-07-15,철산2동,남자,50,56
2023-07-15,철산2동,남자,51,57
2023-07-15,철산2동,남자,52,51
2023-07-15,철산2동,남자,53,55
2023-07-15,철산2동,남자,54,65
2023-07-15,철산2동,남자,55,62
2023-07-15,철산2동,남자,56,71
2023-07-15,철산2동,남자,57,71
2023-07-15,철산2동,남자,58,62
2023-07-15,철산2동,남자,59,74
2023-07-15,철산2동,남자,60,79
2023-07-15,철산2동,남자,61,68
2023-07-15,철산2동,남자,62,74
2023-07-15,철산2동,남자,63,69
2023-07-15,철산2동,남자,64,62
2023-07-15,철산2동,남자,65,51
2023-07-15,철산2동,남자,66,61
2023-07-15,철산2동,남자,67,35
2023-07-15,철산2동,남자,68,49
2023-07-15,철산2동,남자,69,42
2023-07-15,철산2동,남자,70,38
2023-07-15,철산2동,남자,71,32
2023-07-15,철산2동,남자,72,23
2023-07-15,철산2동,남자,73,21
2023-07-15,철산2동,남자,74,26
2023-07-15,철산2동,남자,75,22
2023-07-15,철산2동,남자,76,25
2023-07-15,철산2동,남자,77,16
2023-07-15,철산2동,남자,78,16
2023-07-15,철산2동,남자,79,18
2023-07-15,철산2동,남자,80,14
2023-07-15,철산2동,남자,81,15
2023-07-15,철산2동,남자,82,9
2023-07-15,철산2동,남자,83,19
2023-07-15,철산2동,남자,84,12
2023-07-15,철산2동,남자,85,14
2023-07-15,철산2동,남자,86,3
2023-07-15,철산2동,남자,87,0
2023-07-15,철산2동,남자,88,5
2023-07-15,철산2동,남자,89,0
2023-07-15,철산2동,남자,90,4
2023-07-15,철산2동,남자,91,1
2023-07-15,철산2동,남자,92,0
2023-07-15,철산2동,남자,93,2
2023-07-15,철산2동,남자,94,1
2023-07-15,철산2동,남자,95,0
2023-07-15,철산2동,남자,96,0
2023-07-15,철산2동,남자,97,0
2023-07-15,철산2동,남자,98,0
2023-07-15,철산2동,남자,99,0
2023-07-15,철산2동,남자,100,0
2023-07-15,철산2동,여자,0,4
2023-07-15,철산2동,여자,1,3
2023-07-15,철산2동,여자,2,4
2023-07-15,철산2동,여자,3,3
2023-07-15,철산2동,여자,4,7
2023-07-15,철산2동,여자,5,6
2023-07-15,철산2동,여자,6,12
2023-07-15,철산2동,여자,7,16
2023-07-15,철산2동,여자,8,10
2023-07-15,철산2동,여자,9,7
2023-07-15,철산2동,여자,10,5
2023-07-15,철산2동,여자,11,14
2023-07-15,철산2동,여자,12,15
2023-07-15,철산2동,여자,13,16
2023-07-15,철산2동,여자,14,14
2023-07-15,철산2동,여자,15,17
2023-07-15,철산2동,여자,16,16
2023-07-15,철산2동,여자,17,20
2023-07-15,철산2동,여자,18,21
2023-07-15,철산2동,여자,19,24
2023-07-15,철산2동,여자,20,26
2023-07-15,철산2동,여자,21,28
2023-07-15,철산2동,여자,22,30
2023-07-15,철산2동,여자,23,33
2023-07-15,철산2동,여자,24,37
2023-07-15,철산2동,여자,25,52
2023-07-15,철산2동,여자,26,43
2023-07-15,철산2동,여자,27,30
2023-07-15,철산2동,여자,28,37
2023-07-15,철산2동,여자,29,43
2023-07-15,철산2동,여자,30,41
2023-07-15,철산2동,여자,31,32
2023-07-15,철산2동,여자,32,32
2023-07-15,철산2동,여자,33,27
2023-07-15,철산2동,여자,34,30
2023-07-15,철산2동,여자,35,23
2023-07-15,철산2동,여자,36,27
2023-07-15,철산2동,여자,37,19
2023-07-15,철산2동,여자,38,24
2023-07-15,철산2동,여자,39,18
2023-07-15,철산2동,여자,40,22
2023-07-15,철산2동,여자,41,32
2023-07-15,철산2동,여자,42,24
2023-07-15,철산2동,여자,43,29
2023-07-15,철산2동,여자,44,28
2023-07-15,철산2동,여자,45,31
2023-07-15,철산2동,여자,46,31
2023-07-15,철산2동,여자,47,33
2023-07-15,철산2동,여자,48,37
2023-07-15,철산2동,여자,49,36
2023-07-15,철산2동,여자,50,47
2023-07-15,철산2동,여자,51,53
2023-07-15,철산2동,여자,52,38
2023-07-15,철산2동,여자,53,57
2023-07-15,철산2동,여자,54,65
2023-07-15,철산2동,여자,55,57
2023-07-15,철산2동,여자,56,42
2023-07-15,철산2동,여자,57,61
2023-07-15,철산2동,여자,58,47
2023-07-15,철산2동,여자,59,47
2023-07-15,철산2동,여자,60,65
2023-07-15,철산2동,여자,61,53
2023-07-15,철산2동,여자,62,57
2023-07-15,철산2동,여자,63,66
2023-07-15,철산2동,여자,64,43
2023-07-15,철산2동,여자,65,43
2023-07-15,철산2동,여자,66,53
2023-07-15,철산2동,여자,67,40
2023-07-15,철산2동,여자,68,45
2023-07-15,철산2동,여자,69,36
2023-07-15,철산2동,여자,70,25
2023-07-15,철산2동,여자,71,31
2023-07-15,철산2동,여자,72,28
2023-07-15,철산2동,여자,73,24
2023-07-15,철산2동,여자,74,26
2023-07-15,철산2동,여자,75,25
2023-07-15,철산2동,여자,76,24
2023-07-15,철산2동,여자,77,9
2023-07-15,철산2동,여자,78,19
2023-07-15,철산2동,여자,79,17
2023-07-15,철산2동,여자,80,25
2023-07-15,철산2동,여자,81,32
2023-07-15,철산2동,여자,82,16
2023-07-15,철산2동,여자,83,18
2023-07-15,철산2동,여자,84,16
2023-07-15,철산2동,여자,85,12
2023-07-15,철산2동,여자,86,10
2023-07-15,철산2동,여자,87,5
2023-07-15,철산2동,여자,88,4
2023-07-15,철산2동,여자,89,5
2023-07-15,철산2동,여자,90,6
2023-07-15,철산2동,여자,91,3
2023-07-15,철산2동,여자,92,2
2023-07-15,철산2동,여자,93,4
2023-07-15,철산2동,여자,94,3
2023-07-15,철산2동,여자,95,0
2023-07-15,철산2동,여자,96,1
2023-07-15,철산2동,여자,97,2
2023-07-15,철산2동,여자,98,0
2023-07-15,철산2동,여자,99,3
2023-07-15,철산2동,여자,100,2
2023-07-15,철산3동,남자,0,78
2023-07-15,철산3동,남자,1,91
2023-07-15,철산3동,남자,2,102
2023-07-15,철산3동,남자,3,106
2023-07-15,철산3동,남자,4,142
2023-07-15,철산3동,남자,5,162
2023-07-15,철산3동,남자,6,165
2023-07-15,철산3동,남자,7,194
2023-07-15,철산3동,남자,8,217
2023-07-15,철산3동,남자,9,229
2023-07-15,철산3동,남자,10,249
2023-07-15,철산3동,남자,11,258
2023-07-15,철산3동,남자,12,278
2023-07-15,철산3동,남자,13,232
2023-07-15,철산3동,남자,14,261
2023-07-15,철산3동,남자,15,229
2023-07-15,철산3동,남자,16,234
2023-07-15,철산3동,남자,17,230
2023-07-15,철산3동,남자,18,198
2023-07-15,철산3동,남자,19,230
2023-07-15,철산3동,남자,20,228
2023-07-15,철산3동,남자,21,241
2023-07-15,철산3동,남자,22,247
2023-07-15,철산3동,남자,23,242
2023-07-15,철산3동,남자,24,219
2023-07-15,철산3동,남자,25,219
2023-07-15,철산3동,남자,26,223
2023-07-15,철산3동,남자,27,233
2023-07-15,철산3동,남자,28,210
2023-07-15,철산3동,남자,29,211
2023-07-15,철산3동,남자,30,201
2023-07-15,철산3동,남자,31,178
2023-07-15,철산3동,남자,32,180
2023-07-15,철산3동,남자,33,187
2023-07-15,철산3동,남자,34,183
2023-07-15,철산3동,남자,35,187
2023-07-15,철산3동,남자,36,215
2023-07-15,철산3동,남자,37,209
2023-07-15,철산3동,남자,38,199
2023-07-15,철산3동,남자,39,246
2023-07-15,철산3동,남자,40,275
2023-07-15,철산3동,남자,41,314
2023-07-15,철산3동,남자,42,330
2023-07-15,철산3동,남자,43,323
2023-07-15,철산3동,남자,44,294
2023-07-15,철산3동,남자,45,319
2023-07-15,철산3동,남자,46,297
2023-07-15,철산3동,남자,47,299
2023-07-15,철산3동,남자,48,347
2023-07-15,철산3동,남자,49,381
2023-07-15,철산3동,남자,50,349
2023-07-15,철산3동,남자,51,368
2023-07-15,철산3동,남자,52,339
2023-07-15,철산3동,남자,53,345
2023-07-15,철산3동,남자,54,344
2023-07-15,철산3동,남자,55,282
2023-07-15,철산3동,남자,56,288
2023-07-15,철산3동,남자,57,269
2023-07-15,철산3동,남자,58,279
2023-07-15,철산3동,남자,59,249
2023-07-15,철산3동,남자,60,298
2023-07-15,철산3동,남자,61,258
2023-07-15,철산3동,남자,62,290
2023-07-15,철산3동,남자,63,284
2023-07-15,철산3동,남자,64,221
2023-07-15,철산3동,남자,65,224
2023-07-15,철산3동,남자,66,212
2023-07-15,철산3동,남자,67,195
2023-07-15,철산3동,남자,68,203
2023-07-15,철산3동,남자,69,170
2023-07-15,철산3동,남자,70,141
2023-07-15,철산3동,남자,71,130
2023-07-15,철산3동,남자,72,85
2023-07-15,철산3동,남자,73,113
2023-07-15,철산3동,남자,74,94
2023-07-15,철산3동,남자,75,97
2023-07-15,철산3동,남자,76,88
2023-07-15,철산3동,남자,77,51
2023-07-15,철산3동,남자,78,73
2023-07-15,철산3동,남자,79,53
2023-07-15,철산3동,남자,80,48
2023-07-15,철산3동,남자,81,63
2023-07-15,철산3동,남자,82,45
2023-07-15,철산3동,남자,83,29
2023-07-15,철산3동,남자,84,30
2023-07-15,철산3동,남자,85,27
2023-07-15,철산3동,남자,86,34
2023-07-15,철산3동,남자,87,22
2023-07-15,철산3동,남자,88,7
2023-07-15,철산3동,남자,89,11
2023-07-15,철산3동,남자,90,8
2023-07-15,철산3동,남자,91,7
2023-07-15,철산3동,남자,92,4
2023-07-15,철산3동,남자,93,2
2023-07-15,철산3동,남자,94,3
2023-07-15,철산3동,남자,95,0
2023-07-15,철산3동,남자,96,0
2023-07-15,철산3동,남자,97,2
2023-07-15,철산3동,남자,98,1
2023-07-15,철산3동,남자,99,0
2023-07-15,철산3동,남자,100,2
2023-07-15,철산3동,여자,0,88
2023-07-15,철산3동,여자,1,88
2023-07-15,철산3동,여자,2,114
2023-07-15,철산3동,여자,3,113
2023-07-15,철산3동,여자,4,144
2023-07-15,철산3동,여자,5,171
2023-07-15,철산3동,여자,6,201
2023-07-15,철산3동,여자,7,211
2023-07-15,철산3동,여자,8,214
2023-07-15,철산3동,여자,9,201
2023-07-15,철산3동,여자,10,226
2023-07-15,철산3동,여자,11,244
2023-07-15,철산3동,여자,12,241
2023-07-15,철산3동,여자,13,202
2023-07-15,철산3동,여자,14,221
2023-07-15,철산3동,여자,15,227
2023-07-15,철산3동,여자,16,223
2023-07-15,철산3동,여자,17,240
2023-07-15,철산3동,여자,18,200
2023-07-15,철산3동,여자,19,233
2023-07-15,철산3동,여자,20,228
2023-07-15,철산3동,여자,21,203
2023-07-15,철산3동,여자,22,237
2023-07-15,철산3동,여자,23,212
2023-07-15,철산3동,여자,24,247
2023-07-15,철산3동,여자,25,233
2023-07-15,철산3동,여자,26,194
2023-07-15,철산3동,여자,27,200
2023-07-15,철산3동,여자,28,197
2023-07-15,철산3동,여자,29,197
2023-07-15,철산3동,여자,30,210
2023-07-15,철산3동,여자,31,209
2023-07-15,철산3동,여자,32,189
2023-07-15,철산3동,여자,33,207
2023-07-15,철산3동,여자,34,218
2023-07-15,철산3동,여자,35,216
2023-07-15,철산3동,여자,36,208
2023-07-15,철산3동,여자,37,241
2023-07-15,철산3동,여자,38,234
2023-07-15,철산3동,여자,39,276
2023-07-15,철산3동,여자,40,307
2023-07-15,철산3동,여자,41,369
2023-07-15,철산3동,여자,42,382
2023-07-15,철산3동,여자,43,373
2023-07-15,철산3동,여자,44,362
2023-07-15,철산3동,여자,45,351
2023-07-15,철산3동,여자,46,377
2023-07-15,철산3동,여자,47,331
2023-07-15,철산3동,여자,48,358
2023-07-15,철산3동,여자,49,337
2023-07-15,철산3동,여자,50,389
2023-07-15,철산3동,여자,51,366
2023-07-15,철산3동,여자,52,366
2023-07-15,철산3동,여자,53,347
2023-07-15,철산3동,여자,54,332
2023-07-15,철산3동,여자,55,291
2023-07-15,철산3동,여자,56,315
2023-07-15,철산3동,여자,57,261
2023-07-15,철산3동,여자,58,291
2023-07-15,철산3동,여자,59,253
2023-07-15,철산3동,여자,60,276
2023-07-15,철산3동,여자,61,239
2023-07-15,철산3동,여자,62,321
2023-07-15,철산3동,여자,63,295
2023-07-15,철산3동,여자,64,269
2023-07-15,철산3동,여자,65,236
2023-07-15,철산3동,여자,66,223
2023-07-15,철산3동,여자,67,211
2023-07-15,철산3동,여자,68,197
2023-07-15,철산3동,여자,69,158
2023-07-15,철산3동,여자,70,141
2023-07-15,철산3동,여자,71,120
2023-07-15,철산3동,여자,72,104
2023-07-15,철산3동,여자,73,91
2023-07-15,철산3동,여자,74,90
2023-07-15,철산3동,여자,75,96
2023-07-15,철산3동,여자,76,85
2023-07-15,철산3동,여자,77,70
2023-07-15,철산3동,여자,78,68
2023-07-15,철산3동,여자,79,62
2023-07-15,철산3동,여자,80,70
2023-07-15,철산3동,여자,81,78
2023-07-15,철산3동,여자,82,41
2023-07-15,철산3동,여자,83,57
2023-07-15,철산3동,여자,84,64
2023-07-15,철산3동,여자,85,50
2023-07-15,철산3동,여자,86,30
2023-07-15,철산3동,여자,87,53
2023-07-15,철산3동,여자,88,46
2023-07-15,철산3동,여자,89,26
2023-07-15,철산3동,여자,90,25
2023-07-15,철산3동,여자,91,28
2023-07-15,철산3동,여자,92,12
2023-07-15,철산3동,여자,93,8
2023-07-15,철산3동,여자,94,10
2023-07-15,철산3동,여자,95,7
2023-07-15,철산3동,여자,96,6
2023-07-15,철산3동,여자,97,2
2023-07-15,철산3동,여자,98,5
2023-07-15,철산3동,여자,99,1
2023-07-15,철산3동,여자,100,1
2023-07-15,철산4동,남자,0,39
2023-07-15,철산4동,남자,1,49
2023-07-15,철산4동,남자,2,34
2023-07-15,철산4동,남자,3,35
2023-07-15,철산4동,남자,4,39
2023-07-15,철산4동,남자,5,40
2023-07-15,철산4동,남자,6,34
2023-07-15,철산4동,남자,7,52
2023-07-15,철산4동,남자,8,52
2023-07-15,철산4동,남자,9,36
2023-07-15,철산4동,남자,10,46
2023-07-15,철산4동,남자,11,43
2023-07-15,철산4동,남자,12,48
2023-07-15,철산4동,남자,13,42
2023-07-15,철산4동,남자,14,45
2023-07-15,철산4동,남자,15,40
2023-07-15,철산4동,남자,16,46
2023-07-15,철산4동,남자,17,51
2023-07-15,철산4동,남자,18,49
2023-07-15,철산4동,남자,19,57
2023-07-15,철산4동,남자,20,53
2023-07-15,철산4동,남자,21,54
2023-07-15,철산4동,남자,22,55
2023-07-15,철산4동,남자,23,63
2023-07-15,철산4동,남자,24,56
2023-07-15,철산4동,남자,25,50
2023-07-15,철산4동,남자,26,51
2023-07-15,철산4동,남자,27,52
2023-07-15,철산4동,남자,28,67
2023-07-15,철산4동,남자,29,68
2023-07-15,철산4동,남자,30,62
2023-07-15,철산4동,남자,31,95
2023-07-15,철산4동,남자,32,72
2023-07-15,철산4동,남자,33,83
2023-07-15,철산4동,남자,34,95
2023-07-15,철산4동,남자,35,89
2023-07-15,철산4동,남자,36,77
2023-07-15,철산4동,남자,37,86
2023-07-15,철산4동,남자,38,90
2023-07-15,철산4동,남자,39,100
2023-07-15,철산4동,남자,40,97
2023-07-15,철산4동,남자,41,74
2023-07-15,철산4동,남자,42,86
2023-07-15,철산4동,남자,43,81
2023-07-15,철산4동,남자,44,88
2023-07-15,철산4동,남자,45,84
2023-07-15,철산4동,남자,46,76
2023-07-15,철산4동,남자,47,68
2023-07-15,철산4동,남자,48,87
2023-07-15,철산4동,남자,49,97
2023-07-15,철산4동,남자,50,88
2023-07-15,철산4동,남자,51,92
2023-07-15,철산4동,남자,52,94
2023-07-15,철산4동,남자,53,104
2023-07-15,철산4동,남자,54,99
2023-07-15,철산4동,남자,55,76
2023-07-15,철산4동,남자,56,69
2023-07-15,철산4동,남자,57,71
2023-07-15,철산4동,남자,58,65
2023-07-15,철산4동,남자,59,62
2023-07-15,철산4동,남자,60,71
2023-07-15,철산4동,남자,61,64
2023-07-15,철산4동,남자,62,55
2023-07-15,철산4동,남자,63,50
2023-07-15,철산4동,남자,64,46
2023-07-15,철산4동,남자,65,56
2023-07-15,철산4동,남자,66,40
2023-07-15,철산4동,남자,67,52
2023-07-15,철산4동,남자,68,49
2023-07-15,철산4동,남자,69,32
2023-07-15,철산4동,남자,70,32
2023-07-15,철산4동,남자,71,36
2023-07-15,철산4동,남자,72,21
2023-07-15,철산4동,남자,73,35
2023-07-15,철산4동,남자,74,23
2023-07-15,철산4동,남자,75,34
2023-07-15,철산4동,남자,76,18
2023-07-15,철산4동,남자,77,12
2023-07-15,철산4동,남자,78,17
2023-07-15,철산4동,남자,79,13
2023-07-15,철산4동,남자,80,17
2023-07-15,철산4동,남자,81,11
2023-07-15,철산4동,남자,82,10
2023-07-15,철산4동,남자,83,6
2023-07-15,철산4동,남자,84,9
2023-07-15,철산4동,남자,85,4
2023-07-15,철산4동,남자,86,7
2023-07-15,철산4동,남자,87,2
2023-07-15,철산4동,남자,88,3
2023-07-15,철산4동,남자,89,3
2023-07-15,철산4동,남자,90,1
2023-07-15,철산4동,남자,91,2
2023-07-15,철산4동,남자,92,1
2023-07-15,철산4동,남자,93,0
2023-07-15,철산4동,남자,94,0
2023-07-15,철산4동,남자,95,0
2023-07-15,철산4동,남자,96,0
2023-07-15,철산4동,남자,97,0
2023-07-15,철산4동,남자,98,1
2023-07-15,철산4동,남자,99,0
2023-07-15,철산4동,남자,100,1
2023-07-15,철산4동,여자,0,43
2023-07-15,철산4동,여자,1,40
2023-07-15,철산4동,여자,2,34
2023-07-15,철산4동,여자,3,27
2023-07-15,철산4동,여자,4,41
2023-07-15,철산4동,여자,5,33
2023-07-15,철산4동,여자,6,42
2023-07-15,철산4동,여자,7,36
2023-07-15,철산4동,여자,8,37
2023-07-15,철산4동,여자,9,37
2023-07-15,철산4동,여자,10,44
2023-07-15,철산4동,여자,11,33
2023-07-15,철산4동,여자,12,47
2023-07-15,철산4동,여자,13,35
2023-07-15,철산4동,여자,14,51
2023-07-15,철산4동,여자,15,52
2023-07-15,철산4동,여자,16,47
2023-07-15,철산4동,여자,17,38
2023-07-15,철산4동,여자,18,50
2023-07-15,철산4동,여자,19,47
2023-07-15,철산4동,여자,20,36
2023-07-15,철산4동,여자,21,44
